subject,issuer,subject_common_name,not_before,not_after,key_size,label
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA","Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Dmitrii Barbasura,2025-01-15T13:08:31+00:00,2039-02-06T05:40:48+00:00,1408,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",fssnet mpay,2015-06-17T13:33:35+00:00,2037-01-24T06:33:37+00:00,3316,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",CodeSigning for STATE BANK OF INDIA,2016-10-07T13:33:35+00:00,2066-04-18T06:33:37+00:00,1972,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN",Organizational Unit: Federal Bank,CodeSigning for STATE BANK OF INDIA,2014-04-03T13:33:35+00:00,2042-01-25T06:33:37+00:00,3764,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",BHIM,2016-06-14T13:33:35+00:00,2067-02-19T06:33:37+00:00,2996,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91","Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",sklndg,2023-09-15T13:08:31+00:00,2035-05-08T05:40:48+00:00,832,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",AXIS BANK,2018-11-13T13:33:35+00:00,2044-09-12T06:33:37+00:00,1780,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Paytm,2013-10-20T13:33:35+00:00,2066-10-04T06:33:37+00:00,2740,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: ljRKCxEllEZC,sklndg,2021-04-20T13:08:31+00:00,2039-12-18T05:40:48+00:00,2048,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",CodeSigning for STATE BANK OF INDIA,2018-01-12T13:33:35+00:00,2059-05-07T06:33:37+00:00,756,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN",Organizational Unit: Federal Bank,CodeSigning for STATE BANK OF INDIA,2012-12-03T13:33:35+00:00,2041-03-08T06:33:37+00:00,3508,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: ljRKCxEllEZC,sklndg,2023-12-29T13:08:31+00:00,2042-04-19T05:40:48+00:00,1472,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",LOTUS,2012-08-05T13:33:35+00:00,2054-05-09T06:33:37+00:00,1268,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: bklcBIPVzk,Android,2021-03-27T13:08:31+00:00,2042-10-15T05:40:48+00:00,960,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",LOTUS,2021-08-14T13:33:35+00:00,2039-04-13T06:33:37+00:00,3188,benign
Organizational Unit: Federal Bank,"Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",,2024-05-09T13:33:35+00:00,2054-10-09T06:33:37+00:00,3764,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: tQPtic,Android,2021-03-31T13:08:31+00:00,2035-03-14T05:40:48+00:00,1600,malicious
Common Name: ljRKCxEllEZC,Common Name: PLgkDbhpriL,ljRKCxEllEZC,2021-05-12T13:08:31+00:00,2048-09-29T05:40:48+00:00,1408,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: uDxBFvtzt,axis,2023-07-25T13:08:31+00:00,2041-07-09T05:40:48+00:00,896,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Organizational Unit: Federal Bank,AXIS BANK,2020-10-27T13:33:35+00:00,2060-04-13T06:33:37+00:00,2292,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Paytm,2020-01-16T13:33:35+00:00,2047-08-31T06:33:37+00:00,2932,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: ljRKCxEllEZC,Android,2024-07-22T13:08:31+00:00,2040-03-03T05:40:48+00:00,1408,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",fssnet mpay,2022-09-09T13:33:35+00:00,2062-02-28T06:33:37+00:00,1652,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: PLgkDbhpriL,sklndg,2021-06-26T13:08:31+00:00,2038-03-13T05:40:48+00:00,832,malicious
Common Name: uDxBFvtzt,"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",uDxBFvtzt,2023-05-21T13:08:31+00:00,2036-07-02T05:40:48+00:00,1664,malicious
Common Name: ljRKCxEllEZC,Common Name: PLgkDbhpriL,ljRKCxEllEZC,2022-11-27T13:08:31+00:00,2036-01-01T05:40:48+00:00,704,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Vivek Soneja,2013-07-22T13:33:35+00:00,2046-07-15T06:33:37+00:00,1396,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Organizational Unit: Federal Bank,AXIS BANK,2022-03-09T13:33:35+00:00,2047-06-09T06:33:37+00:00,692,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: xolbzxs,的撒娇好,2023-01-06T13:08:31+00:00,2049-06-15T05:40:48+00:00,1152,malicious
Organizational Unit: Federal Bank,"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",,2015-05-02T13:33:35+00:00,2063-07-08T06:33:37+00:00,3252,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",LOTUS,2013-07-22T13:33:35+00:00,2058-10-18T06:33:37+00:00,3828,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Vivek Soneja,2017-01-12T13:33:35+00:00,2037-01-17T06:33:37+00:00,2036,benign
Common Name: smgR,Common Name: bklcBIPVzk,smgR,2022-09-29T13:08:31+00:00,2046-03-30T05:40:48+00:00,1216,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",AXIS BANK,2020-09-12T13:33:35+00:00,2047-12-28T06:33:37+00:00,1076,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",ICICI BANK,2011-09-06T13:33:35+00:00,2060-07-30T06:33:37+00:00,1012,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",ICICI BANK,2019-06-23T13:33:35+00:00,2051-09-07T06:33:37+00:00,3060,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",HDFC Bank,2022-05-05T13:33:35+00:00,2039-01-11T06:33:37+00:00,1076,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Paytm,2011-05-10T13:33:35+00:00,2042-02-19T06:33:37+00:00,2420,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",ICICI BANK,2020-04-22T13:33:35+00:00,2058-05-03T06:33:37+00:00,2356,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Android,2016-03-27T13:33:35+00:00,2060-05-27T06:33:37+00:00,4020,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",LOTUS,2020-09-23T13:33:35+00:00,2039-04-16T06:33:37+00:00,1268,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",HDFC Bank,2017-03-09T13:33:35+00:00,2060-11-07T06:33:37+00:00,1140,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Bank of Baroda,2024-01-13T13:33:35+00:00,2041-01-03T06:33:37+00:00,948,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",Common Name: smgR,Dmitrii Barbasura,2024-11-19T13:08:31+00:00,2050-01-24T05:40:48+00:00,2048,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Vivek Soneja,2022-08-23T13:33:35+00:00,2050-01-20T06:33:37+00:00,3444,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Bank of Baroda,2011-09-21T13:33:35+00:00,2053-07-02T06:33:37+00:00,2164,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2022-03-23T13:33:35+00:00,2051-12-10T06:33:37+00:00,1332,benign
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: tQPtic,axis,2021-03-13T13:08:31+00:00,2043-03-19T05:40:48+00:00,896,malicious
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷","Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",的撒娇好,2025-01-21T13:08:31+00:00,2042-12-31T05:40:48+00:00,832,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",LOTUS,2023-06-11T13:33:35+00:00,2036-03-23T06:33:37+00:00,1396,benign
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india","Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",axis,2022-10-14T13:08:31+00:00,2050-02-25T05:40:48+00:00,768,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Android,2021-01-30T13:33:35+00:00,2046-12-29T06:33:37+00:00,2484,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",LOTUS,2019-12-23T13:33:35+00:00,2057-08-04T06:33:37+00:00,1844,benign
Common Name: PLgkDbhpriL,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",PLgkDbhpriL,2023-08-26T13:08:31+00:00,2046-02-11T05:40:48+00:00,640,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",BHIM,2013-09-16T13:33:35+00:00,2048-10-06T06:33:37+00:00,628,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",LOTUS,2014-08-12T13:33:35+00:00,2062-01-06T06:33:37+00:00,2804,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91","Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",sklndg,2022-05-16T13:08:31+00:00,2049-07-06T05:40:48+00:00,768,malicious
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91","Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",sklndg,2022-07-22T13:08:31+00:00,2037-12-07T05:40:48+00:00,960,malicious
Organizational Unit: Federal Bank,"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",,2021-09-21T13:33:35+00:00,2052-05-20T06:33:37+00:00,692,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Vivek Soneja,2013-07-02T13:33:35+00:00,2042-09-11T06:33:37+00:00,3252,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",LOTUS,2023-02-02T13:33:35+00:00,2053-11-18T06:33:37+00:00,948,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",BHIM,2012-04-08T13:33:35+00:00,2056-02-23T06:33:37+00:00,1140,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91","Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",sklndg,2023-07-26T13:08:31+00:00,2043-09-12T05:40:48+00:00,1216,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",AXIS BANK,2012-07-27T13:33:35+00:00,2041-10-07T06:33:37+00:00,3636,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",HDFC Bank,2011-04-30T13:33:35+00:00,2036-03-26T06:33:37+00:00,2548,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Bank of Baroda,2018-01-01T13:33:35+00:00,2049-05-30T06:33:37+00:00,1716,benign
Common Name: xolbzxs,Common Name: tQPtic,xolbzxs,2024-09-03T13:08:31+00:00,2048-04-06T05:40:48+00:00,1280,malicious
Common Name: tQPtic,Common Name: xolbzxs,tQPtic,2023-09-23T13:08:31+00:00,2049-08-16T05:40:48+00:00,832,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Bank of Baroda,2015-10-27T13:33:35+00:00,2035-10-18T06:33:37+00:00,2100,benign
Common Name: xolbzxs,Common Name: tQPtic,xolbzxs,2022-01-15T13:08:31+00:00,2045-02-26T05:40:48+00:00,1664,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",LOTUS,2021-01-14T13:33:35+00:00,2048-09-15T06:33:37+00:00,2228,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Organizational Unit: Federal Bank,fssnet mpay,2013-08-29T13:33:35+00:00,2061-04-18T06:33:37+00:00,3764,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",CodeSigning for STATE BANK OF INDIA,2014-03-09T13:33:35+00:00,2056-01-09T06:33:37+00:00,1588,benign
Common Name: PLgkDbhpriL,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",PLgkDbhpriL,2021-09-20T13:08:31+00:00,2049-06-05T05:40:48+00:00,640,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",BHIM,2023-03-19T13:33:35+00:00,2066-11-24T06:33:37+00:00,884,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",AXIS BANK,2014-01-03T13:33:35+00:00,2043-11-23T06:33:37+00:00,3636,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",BHIM,2011-09-04T13:33:35+00:00,2046-12-10T06:33:37+00:00,1396,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: bklcBIPVzk,的撒娇好,2021-06-04T13:08:31+00:00,2048-08-10T05:40:48+00:00,1792,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Bank of Baroda,2022-11-26T13:33:35+00:00,2060-04-20T06:33:37+00:00,2548,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Organizational Unit: Federal Bank,HDFC Bank,2021-03-14T13:33:35+00:00,2059-02-15T06:33:37+00:00,1716,benign
Organizational Unit: Federal Bank,"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",,2018-12-12T13:33:35+00:00,2035-12-01T06:33:37+00:00,1972,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",HDFC Bank,2019-11-20T13:33:35+00:00,2038-08-23T06:33:37+00:00,564,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",LOTUS,2021-07-20T13:33:35+00:00,2037-02-20T06:33:37+00:00,3892,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Paytm,2016-08-06T13:33:35+00:00,2051-07-04T06:33:37+00:00,3636,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",AXIS BANK,2013-12-29T13:33:35+00:00,2042-06-16T06:33:37+00:00,3444,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: smgR,sklndg,2022-08-05T13:08:31+00:00,2039-06-25T05:40:48+00:00,2048,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Vivek Soneja,2022-12-28T13:33:35+00:00,2059-06-18T06:33:37+00:00,2164,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: xolbzxs,的撒娇好,2022-07-04T13:08:31+00:00,2049-01-11T05:40:48+00:00,1536,malicious
Common Name: ljRKCxEllEZC,Common Name: tQPtic,ljRKCxEllEZC,2022-12-07T13:08:31+00:00,2049-01-17T05:40:48+00:00,640,malicious
Common Name: uDxBFvtzt,Common Name: PLgkDbhpriL,uDxBFvtzt,2025-01-23T13:08:31+00:00,2040-09-12T05:40:48+00:00,768,malicious
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: tQPtic,的撒娇好,2023-07-13T13:08:31+00:00,2039-06-08T05:40:48+00:00,1408,malicious
Common Name: uDxBFvtzt,"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",uDxBFvtzt,2021-03-04T13:08:31+00:00,2035-12-15T05:40:48+00:00,1152,malicious
