package_name,app_name,min_sdk,target_sdk,app_size_mb,label
com.axis.icici.secure,iMobile,25,34,85.33,benign
com.NWilfxj.ubxzjtjugbt,Ѕbі Crеԁіt Cаrԁ,16,23,10.89,malicious
net.fedmobile.icici,IndusMobile Pro,25,30,161.78,benign
com.rc888.baxi,Sbi Cards Services Pro,15,34,14.83,malicious
in.phonepe.IDBI,IndusMobile,23,29,161.36,benign
com.csam.app,PhonePe 2025,31,33,36.99,benign
net.org.app.lite,Axis Mobile,28,36,72.47,benign
net.one97.icici,Paytm,25,32,188.4,benign
in.csam.lotusintouch,BHIM,25,35,121.42,benign
net.csam.instantsavingsupiscanandpayrecharge,Axis Mobile,27,30,125.02,benign
in.kotak811mobilebankingapp.icici,BHIM,30,31,202.05,benign
net.axis.SBIFreedomPlus.update,HDFC Bank App Secure,19,33,96.74,benign
net.hdfcbank.mobile,Paytm,21,33,137.31,benign
net.axis.paytm,Kotak811 Secure,30,31,65.19,benign
com.nwpnit.Trading,Free Gift Rewards,18,33,7.57,malicious
com.NWilfxj.nwacm.secure,Proteção Cartões,16,28,5.21,malicious
com.kotak811mobilebankingapp.android,HDFC Bank,28,32,212.5,benign
in.snapwork.SBIFreedomPlus.free,BHIM,30,34,71.05,benign
in.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge,IDBI Bank Lite,25,29,48.24,benign
net.one97.instantsavingsupiscanandpayrecharge.service,Axis Mobile,23,34,219.98,benign
com.csam.icici,YONO SBI 2025,30,32,200.76,benign
com.rc888.znqxc,Іոԁusіոԁ Crеԁіt Cаrԁ,22,32,22.36,malicious
com.nwpnit.znqxc.update,Іոԁusіոԁ Crеԁіt Cаrԁ,23,29,27.42,malicious
com.hFEOw.example,RBL Credit Card,16,22,21.03,malicious
com.kotak811mobilebankingapp.mconnect,iMobile,26,30,151.22,benign
net.phonepe.mconnect,HDFC Bank App,23,29,88.41,benign
net.hdfcbank.instantsavingsupiscanandpayrecharge,YONO SBI 2025,22,36,157.98,benign
in.org.indus,FedMobile Pro,31,33,244.23,benign
com.org.indus.free,HDFC Bank,19,30,107.77,benign
com.uvsjtq.nwacm.pro,Sbi Cards Services,24,36,38.95,malicious
com.nwpnit.example,Му Cаrԁs,22,25,42.4,malicious
net.axis.paytm,HDFC Bank,30,33,145.81,benign
net.one97.mobile,Kotak811,30,34,106.64,benign
com.hFEOw.jkohjvyijw.pro,Free Gift Rewards 2025,23,34,14.94,malicious
com.phonepe.icici.free,HDFC Bank App Secure,27,32,178.94,benign
net.kotak811mobilebankingapp.icici,PhonePe 2025,23,36,233.12,benign
net.phonepe.instantsavingsupiscanandpayrecharge,YONO SBI,26,35,221.76,benign
in.csam.SBIFreedomPlus,Kotak811 Secure,20,33,199.85,benign
net.org.icici,bob World,31,32,124.92,benign
net.fedmobile.mconnect,Axis Mobile,31,36,65.02,benign
com.mbxajzg.baxi,Іոԁusіոԁ Crеԁіt Cаrԁ,24,36,8.04,malicious
com.saltedge.NkTdhVmwB,mуCаrԁ Lite,15,32,41.63,malicious
com.NWilfxj.android,Sbi Cards Services Pro,16,28,34.63,malicious
com.tus.android,Sbi Cards Services,15,34,22.56,malicious
net.phonepe.SBIFreedomPlus,IndusMobile,20,30,55.04,benign
net.fss.icici,PhonePe,27,30,230.51,benign
net.axis.icici.secure,Paytm Free,22,35,116.92,benign
net.fss.android,HDFC Bank App,31,31,72.4,benign
com.skyspot.nwacm,Му Cаrԁs,22,34,42.19,malicious
com.nwpnit.ubxzjtjugbt.lite,Proteção Cartões,15,26,29.56,malicious
net.sbi.IDBI,PhonePe,19,29,233.13,benign
net.kotak811mobilebankingapp.SBIFreedomPlus.pro,IDBI Bank,19,28,227.86,benign
net.fss.indus.secure,bob World,20,32,196.37,benign
com.hFEOw.baxi,mуCаrԁ,17,27,48.34,malicious
in.org.app,IndusMobile,28,28,169.32,benign
net.bankofbaroda.npci,YONO SBI Secure,20,36,190.91,benign
com.hdfcbank.instantsavingsupiscanandpayrecharge,HDFC Bank App,24,28,222.92,benign
com.fedmobile.npci,iMobile,24,34,231.98,benign
net.org.mobile.service,Axis Mobile Lite,28,33,167.13,benign
in.snapwork.android,PhonePe,24,28,91.58,benign
com.csam.IDBI,YONO SBI,22,32,147.72,benign
com.skyspot.efdfbbp,Му Cаrԁs,19,26,13.69,malicious
com.bankofbaroda.icici.service,HDFC Bank App Lite,20,35,104.0,benign
net.hdfcbank.IDBI,IndusMobile,29,35,167.32,benign
in.fedmobile.app,iMobile Pro,23,32,223.48,benign
com.axis.mconnect.free,HDFC Bank,29,35,171.73,benign
com.skyspot.jkohjvyijw,Axis Bank,18,32,13.37,malicious
in.hdfcbank.SBIFreedomPlus.secure,iMobile Pro,23,32,72.43,benign
com.fedmobile.lotusintouch.service,PhonePe Lite,27,31,231.36,benign
com.axis.hdfc,IndusMobile Secure,22,31,158.06,benign
in.csam.paytm.pro,YONO SBI Lite,19,34,197.23,benign
in.one97.npci,Paytm Lite,28,28,98.21,benign
in.one97.indus.pro,YONO SBI 2025,25,30,69.77,benign
net.phonepe.instantsavingsupiscanandpayrecharge,PhonePe Secure,22,34,92.8,benign
com.jynns.jkohjvyijw.update,Sbi Cards Services,17,25,35.76,malicious
in.org.hdfc.update,Paytm Pro,30,34,137.23,benign
com.skyspot.ubxzjtjugbt.secure,Proteção Cartões,17,23,40.93,malicious
net.csam.SBIFreedomPlus,Yono Lite SBI Free,24,31,139.82,benign
com.NWilfxj.baxi,AXIS Credit Card Lite,19,22,17.77,malicious
com.hdfcbank.mconnect,IndusMobile,30,33,115.47,benign
com.org.mconnect,Kotak811,28,36,83.09,benign
com.bankofbaroda.indus,FedMobile 2025,31,35,239.7,benign
in.sbi.mconnect.update,HDFC Bank App,25,34,108.27,benign
net.org.IDBI.secure,PhonePe 2025,23,30,247.36,benign
in.fss.app.lite,IDBI Bank,21,33,142.21,benign
com.fss.indus,iMobile,19,28,42.25,benign
in.fss.icici,iMobile,30,34,64.02,benign
com.rc888.android,Fake Bank,18,33,22.84,malicious
net.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge,IDBI Bank,24,29,174.15,benign
net.fss.instantsavingsupiscanandpayrecharge,YONO SBI,19,31,135.93,benign
in.one97.android,iMobile 2025,30,32,101.1,benign
com.org.indus,YONO SBI Free,19,33,158.38,benign
com.csam.hdfc,PhonePe Secure,25,35,229.87,benign
com.kotak811mobilebankingapp.lotusintouch.service,IDBI Bank,26,35,141.67,benign
in.fedmobile.android.service,Axis Mobile Secure,22,30,138.59,benign
net.csam.instantsavingsupiscanandpayrecharge,Yono Lite SBI,25,30,228.74,benign
com.snapwork.IDBI.pro,Paytm Pro,24,30,209.57,benign
net.fss.lotusintouch,IDBI Bank,26,31,103.12,benign
in.phonepe.SBIFreedomPlus.pro,HDFC Bank Free,27,31,226.54,benign
com.tus.fake_oauth_client_xf,System Update,23,33,40.62,malicious
net.one97.android,Axis Mobile,25,30,58.54,benign
com.kotak811mobilebankingapp.android,BHIM Free,28,31,171.27,benign
com.nwpnit.Trading.secure,System Update Free,21,25,8.07,malicious
com.mbxajzg.baxi,Sbi Cards Services,22,36,4.03,malicious
com.phonepe.indus,Kotak811,25,31,230.66,benign
net.one97.app,HDFC Bank,21,35,72.84,benign
com.saltedge.fake_oauth_client_xf,Му Cаrԁs Pro,25,25,3.77,malicious
in.fedmobile.icici,Yono Lite SBI 2025,29,36,212.74,benign
net.sbi.indus,PhonePe,19,34,157.0,benign
in.fedmobile.indus,HDFC Bank Lite,26,29,101.4,benign
com.rc888.FxKDr,Proteção Cartões Pro,22,25,46.45,malicious
in.fss.paytm.free,YONO SBI 2025,26,30,117.42,benign
com.bankofbaroda.npci.update,IndusMobile 2025,29,34,248.66,benign
com.phonepe.indus,BHIM,19,36,204.06,benign
net.csam.icici,PhonePe Lite,23,28,132.01,benign
com.saltedge.jkohjvyijw.pro,Free Gift Rewards,18,28,38.51,malicious
net.bankofbaroda.hdfc,IndusMobile Lite,27,36,164.6,benign
com.jynns.jkohjvyijw,Free Gift Rewards,21,36,5.86,malicious
com.bankofbaroda.mobile.update,YONO SBI Lite,24,30,44.76,benign
com.snapwork.lotusintouch,iMobile Pro,25,28,135.99,benign
in.kotak811mobilebankingapp.android,bob World,23,35,89.77,benign
com.snapwork.android,BHIM Free,28,34,207.82,benign
com.nwpnit.fake_oauth_client_xf,AXIS Credit Card,22,29,43.4,malicious
net.csam.mconnect.lite,Paytm,28,29,118.65,benign
net.fedmobile.npci,HDFC Bank,22,30,101.21,benign
net.hdfcbank.indus,BHIM,27,36,62.56,benign
net.fedmobile.npci,HDFC Bank App,26,28,178.73,benign
in.one97.npci,FedMobile,19,30,120.16,benign
com.nwpnit.Trading,YONO SBI 2025,18,29,48.8,malicious
net.kotak811mobilebankingapp.lotusintouch.lite,YONO SBI Pro,31,36,38.66,benign
com.one97.paytm,FedMobile,30,32,147.15,benign
com.NWilfxj.example,System Update,24,29,36.33,malicious
in.axis.indus,BHIM Free,19,28,180.15,benign
com.hFEOw.Trading,Proteção Cartões,15,24,5.87,malicious
in.kotak811mobilebankingapp.SBIFreedomPlus,HDFC Bank App,31,36,208.86,benign
com.fss.mobile,BHIM,25,28,230.1,benign
in.phonepe.android,FedMobile,19,32,98.81,benign
com.fss.icici,bob World,23,30,149.07,benign
com.NWilfxj.ubxzjtjugbt,Axis Bank,17,36,13.35,malicious
net.snapwork.npci.free,IDBI Bank,24,29,184.45,benign
com.org.paytm,iMobile Pro,21,32,233.8,benign
com.hdfcbank.mobile.pro,FedMobile,21,32,194.73,benign
net.sbi.lotusintouch,Kotak811,28,32,135.04,benign
com.skyspot.nwacm,System Update Free,23,36,0.96,malicious
com.tus.example,System Update Secure,23,29,42.47,malicious
com.phonepe.mobile.free,Yono Lite SBI,21,30,40.88,benign
net.hdfcbank.icici,FedMobile 2025,31,33,247.36,benign
net.org.paytm,BHIM,26,30,128.14,benign
com.sbi.IDBI.service,iMobile,30,34,182.07,benign
net.bankofbaroda.app,bob World,21,35,231.43,benign
in.fedmobile.lotusintouch.service,Axis Mobile Lite,31,36,137.31,benign
in.snapwork.hdfc,PhonePe,20,34,191.83,benign
net.sbi.app,YONO SBI,23,29,54.35,benign
com.jynns.jkohjvyijw.lite,mуCаrԁ,23,29,48.64,malicious
com.uvsjtq.android.pro,mуCаrԁ,20,34,19.66,malicious
net.phonepe.indus.update,BHIM,27,35,156.49,benign
net.sbi.icici,Paytm,31,31,154.46,benign
in.org.android.lite,iMobile Pro,31,32,114.01,benign
com.skyspot.fake_oauth_client_xf.service,Free Gift Rewards,15,33,15.35,malicious
com.jynns.baxi,Іոԁusіոԁ Crеԁіt Cаrԁ Pro,24,30,2.75,malicious
net.phonepe.app,FedMobile,19,30,100.72,benign
net.hdfcbank.npci,Kotak811,21,36,199.32,benign
com.phonepe.instantsavingsupiscanandpayrecharge,YONO SBI,22,28,70.17,benign
com.phonepe.android,Kotak811,23,29,89.09,benign
com.saltedge.jkohjvyijw,RBL Credit Card Lite,19,22,26.37,malicious
com.skyspot.FxKDr,Іոԁusіոԁ Crеԁіt Cаrԁ,15,34,29.67,malicious
net.snapwork.paytm,IndusMobile,21,29,35.41,benign
net.one97.indus,Paytm,23,29,69.74,benign
in.axis.android,Yono Lite SBI,27,34,179.57,benign
net.org.indus,iMobile,21,29,161.09,benign
com.uvsjtq.baxi.pro,Му Cаrԁs Lite,19,30,42.66,malicious
in.one97.mconnect.free,HDFC Bank App,24,28,146.68,benign
in.phonepe.android,Kotak811,23,36,117.09,benign
com.hFEOw.baxi.lite,Му Cаrԁs 2025,20,32,19.08,malicious
com.skyspot.baxi,Axis Bank,18,28,2.75,malicious
in.org.lotusintouch,Yono Lite SBI,29,33,71.14,benign
com.sbi.npci.secure,Paytm,25,31,219.61,benign
com.phonepe.app.pro,IndusMobile,19,33,117.88,benign
com.hFEOw.Trading,Sbi Cards Services Lite,18,28,49.67,malicious
com.fss.hdfc,bob World Pro,21,29,158.68,benign
in.one97.SBIFreedomPlus.service,bob World,27,32,129.42,benign
in.snapwork.android,IDBI Bank,31,31,102.44,benign
com.sbi.npci,BHIM,25,29,183.5,benign
com.bankofbaroda.mconnect,Axis Mobile Free,21,28,69.43,benign
com.snapwork.mobile,YONO SBI,30,35,54.82,benign
net.hdfcbank.indus.lite,PhonePe Free,19,30,88.94,benign
com.snapwork.icici,Kotak811 Secure,30,36,171.48,benign
com.fss.indus.service,FedMobile Lite,27,33,218.79,benign
net.sbi.IDBI,BHIM,19,33,37.18,benign
com.rc888.efdfbbp,Му Cаrԁs Free,20,34,5.86,malicious
net.snapwork.paytm,HDFC Bank App 2025,30,36,242.6,benign
net.csam.icici,Yono Lite SBI,21,32,46.11,benign
com.hFEOw.fake_oauth_client_xf,System Update Secure,22,26,28.81,malicious
com.one97.npci,iMobile Pro,21,35,240.1,benign
com.mbxajzg.baxi.service,Fake Bank Free,25,36,13.21,malicious
com.example.jkohjvyijw,Му Cаrԁs,23,29,14.4,malicious
com.tus.efdfbbp,Му Cаrԁs,25,25,10.61,malicious
com.example.example.secure,Му Cаrԁs 2025,24,32,15.7,malicious
com.axis.mobile.free,HDFC Bank 2025,27,34,113.22,benign
net.hdfcbank.mconnect,HDFC Bank,25,28,41.65,benign
com.rc888.efdfbbp.lite,Sbi Cards Services,23,33,43.02,malicious
in.axis.app,Paytm,23,32,146.34,benign
com.one97.instantsavingsupiscanandpayrecharge,BHIM,27,32,101.77,benign
com.saltedge.Trading,Fake Bank,23,31,22.63,malicious
net.hdfcbank.instantsavingsupiscanandpayrecharge,Axis Mobile 2025,28,33,192.03,benign
com.fedmobile.indus,PhonePe,22,28,202.72,benign
com.saltedge.efdfbbp,System Update,21,33,22.42,malicious
net.snapwork.icici,Axis Mobile,28,31,194.76,benign
com.jynns.nwacm.secure,ІΝDUЅІΝD Crеԁіt Cаrԁ Free,23,29,39.71,malicious
com.snapwork.npci.pro,Yono Lite SBI Lite,30,31,107.48,benign
com.rc888.nwacm,Proteção Cartões,17,33,1.02,malicious
com.fss.lotusintouch,FedMobile Secure,29,33,90.36,benign
in.sbi.android,IndusMobile,23,30,134.24,benign
com.mbxajzg.jkohjvyijw.free,Free Gift Rewards,23,33,44.08,malicious
in.axis.mconnect,YONO SBI,23,36,108.1,benign
net.hdfcbank.SBIFreedomPlus,Kotak811 Secure,31,31,226.21,benign
in.fedmobile.icici.update,IDBI Bank,19,31,85.93,benign
com.skyspot.ubxzjtjugbt,RBL Credit Card,17,33,9.13,malicious
net.axis.IDBI,iMobile,28,34,206.76,benign
com.example.example,Іոԁusіոԁ Crеԁіt Cаrԁ,25,31,20.48,malicious
com.axis.paytm.update,Kotak811,25,30,237.96,benign
net.axis.paytm.update,BHIM,26,35,55.09,benign
com.skyspot.Trading,System Update,20,32,10.47,malicious
net.sbi.IDBI.free,Yono Lite SBI Free,29,34,197.45,benign
com.fedmobile.SBIFreedomPlus,bob World Lite,19,36,84.08,benign
net.org.paytm,FedMobile Secure,27,35,59.96,benign
com.kotak811mobilebankingapp.icici,YONO SBI Free,26,29,110.79,benign
com.axis.instantsavingsupiscanandpayrecharge,Kotak811 Secure,28,33,144.12,benign
com.bankofbaroda.mobile,YONO SBI,19,28,192.2,benign
com.fss.IDBI,Kotak811 Secure,29,36,192.62,benign
com.example.ubxzjtjugbt.update,RBL Credit Card,20,24,23.49,malicious
com.kotak811mobilebankingapp.IDBI,bob World Secure,28,30,217.82,benign
net.csam.android,Axis Mobile,20,33,64.43,benign
com.fss.app,HDFC Bank,25,34,246.14,benign
com.csam.hdfc.service,HDFC Bank App,30,30,234.06,benign
com.bankofbaroda.lotusintouch,PhonePe Secure,20,31,201.28,benign
net.one97.lotusintouch.secure,Yono Lite SBI,26,36,161.22,benign
com.axis.lotusintouch.service,Paytm,24,32,47.74,benign
com.csam.hdfc.pro,bob World Lite,29,33,218.98,benign
in.bankofbaroda.instantsavingsupiscanandpayrecharge.free,Yono Lite SBI Lite,19,36,74.96,benign
com.hFEOw.baxi,Ѕbі Crеԁіt Cаrԁ,23,33,30.84,malicious
com.sbi.npci,FedMobile Pro,27,31,122.25,benign
net.fedmobile.lotusintouch,Axis Mobile Lite,30,33,212.35,benign
net.fss.android.free,iMobile Pro,31,32,48.81,benign
in.sbi.IDBI,YONO SBI Secure,24,33,157.14,benign
in.phonepe.instantsavingsupiscanandpayrecharge.secure,Axis Mobile,30,36,109.16,benign
com.fss.SBIFreedomPlus,Paytm,28,32,249.42,benign
com.skyspot.ubxzjtjugbt.free,Sbi Cards Services Pro,23,32,46.29,malicious
com.saltedge.android,ІΝDUЅІΝD Crеԁіt Cаrԁ,23,28,19.92,malicious
com.snapwork.mobile,HDFC Bank App,27,29,83.61,benign
in.fss.hdfc.free,IndusMobile,25,28,194.52,benign
com.fss.IDBI,BHIM,20,31,231.93,benign
com.csam.paytm.service,Yono Lite SBI,31,36,43.27,benign
in.fss.npci.pro,HDFC Bank 2025,24,33,85.72,benign
net.csam.android.secure,IDBI Bank,22,32,143.1,benign
com.rc888.NkTdhVmwB,Free Gift Rewards,23,35,27.42,malicious
net.one97.mconnect.service,IDBI Bank,31,33,182.07,benign
in.axis.IDBI,YONO SBI 2025,29,29,80.06,benign
com.lgcylq.efdfbbp.update,Sbi Cards Services Pro,17,23,37.37,malicious
in.axis.android,FedMobile,20,29,104.69,benign
in.sbi.IDBI,Yono Lite SBI Secure,30,36,241.15,benign
net.one97.mobile,IndusMobile 2025,21,31,104.44,benign
com.snapwork.paytm,iMobile,23,31,93.38,benign
com.lgcylq.nwacm,Axis Bank,18,24,26.73,malicious
in.phonepe.lotusintouch,YONO SBI Pro,24,36,118.28,benign
net.one97.mobile.free,bob World,19,36,64.17,benign
com.snapwork.indus.secure,YONO SBI Pro,28,31,112.28,benign
com.sbi.instantsavingsupiscanandpayrecharge,YONO SBI Secure,22,30,168.93,benign
net.phonepe.lotusintouch,PhonePe Secure,20,36,219.56,benign
in.org.mobile,Paytm,26,28,205.63,benign
net.phonepe.android,PhonePe,24,34,141.96,benign
net.bankofbaroda.android.lite,Axis Mobile Pro,30,30,187.42,benign
in.phonepe.SBIFreedomPlus,BHIM,23,35,242.78,benign
com.fedmobile.npci,Paytm Secure,30,31,113.66,benign
in.bankofbaroda.mobile,PhonePe,20,29,208.3,benign
com.phonepe.mconnect,Paytm,28,34,43.94,benign
com.NWilfxj.baxi,YONO SBI,21,25,15.55,malicious
com.csam.paytm.secure,IndusMobile Secure,19,33,231.52,benign
net.snapwork.instantsavingsupiscanandpayrecharge,Yono Lite SBI,29,36,245.6,benign
com.nwpnit.baxi,YONO SBI,22,30,14.18,malicious
net.snapwork.app.free,Kotak811 Pro,21,31,116.39,benign
com.org.SBIFreedomPlus,Kotak811,24,30,45.36,benign
com.uvsjtq.znqxc,Іոԁusіոԁ Crеԁіt Cаrԁ,19,22,19.2,malicious
com.saltedge.fake_oauth_client_xf,RBL Credit Card,24,34,2.88,malicious
net.hdfcbank.icici.update,HDFC Bank App,26,29,211.35,benign
in.hdfcbank.paytm.free,HDFC Bank Secure,26,36,235.97,benign
com.saltedge.ubxzjtjugbt,RBL Credit Card,19,36,16.62,malicious
net.one97.android,iMobile Free,19,33,249.52,benign
net.phonepe.instantsavingsupiscanandpayrecharge,iMobile,20,35,225.13,benign
in.bankofbaroda.paytm,Kotak811 Free,26,33,203.37,benign
com.bankofbaroda.SBIFreedomPlus,iMobile Pro,24,35,107.47,benign
in.org.app,BHIM,30,35,66.61,benign
com.kotak811mobilebankingapp.hdfc,PhonePe Pro,19,35,207.13,benign
in.kotak811mobilebankingapp.npci,BHIM,29,34,212.3,benign
com.tus.efdfbbp.pro,ІΝDUЅІΝD Crеԁіt Cаrԁ,16,30,47.8,malicious
net.fss.npci,bob World Secure,30,32,45.28,benign
net.sbi.mobile,iMobile Pro,21,32,111.88,benign
net.org.paytm,IDBI Bank Pro,22,32,213.89,benign
com.rc888.jkohjvyijw.secure,System Update,21,36,12.66,malicious
net.bankofbaroda.npci,Axis Mobile Secure,29,34,123.69,benign
com.fedmobile.android,iMobile,19,32,180.72,benign
com.skyspot.example,Ѕbі Crеԁіt Cаrԁ,19,31,2.05,malicious
in.axis.IDBI,Paytm,24,35,174.2,benign
com.NWilfxj.Trading,YONO SBI,20,24,40.27,malicious
com.one97.IDBI,FedMobile,23,30,195.07,benign
com.tus.FxKDr,Proteção Cartões Free,25,25,37.35,malicious
in.phonepe.IDBI,FedMobile Free,29,32,109.86,benign
com.phonepe.mobile,Yono Lite SBI,24,35,36.85,benign
in.sbi.hdfc,FedMobile,23,35,36.55,benign
com.fss.IDBI.update,bob World,25,29,165.71,benign
in.phonepe.indus,Axis Mobile 2025,23,30,156.94,benign
in.fedmobile.app,Paytm,23,32,154.18,benign
com.bankofbaroda.app,Paytm Secure,23,28,190.71,benign
in.hdfcbank.indus,BHIM Secure,29,30,120.75,benign
com.bankofbaroda.npci.secure,IDBI Bank Free,19,34,53.21,benign
com.skyspot.efdfbbp.service,Flash Player,19,30,23.68,malicious
in.csam.instantsavingsupiscanandpayrecharge,BHIM,28,28,68.98,benign
com.bankofbaroda.app,IndusMobile,22,34,80.94,benign
com.fedmobile.app.free,Yono Lite SBI Secure,25,31,236.25,benign
net.one97.lotusintouch,YONO SBI,28,35,195.37,benign
com.uvsjtq.android.lite,AXIS Credit Card,20,22,41.55,malicious
com.skyspot.nwacm,RBL Credit Card,17,33,5.6,malicious
net.csam.android,PhonePe,20,32,235.8,benign
com.rc888.efdfbbp,RBL Credit Card,19,28,19.63,malicious
com.fss.app,IDBI Bank,25,30,182.35,benign
net.csam.paytm,FedMobile Pro,20,32,214.87,benign
in.axis.icici,FedMobile Pro,21,30,229.39,benign
com.kotak811mobilebankingapp.IDBI.update,PhonePe Pro,29,30,231.88,benign
com.sbi.IDBI.pro,Kotak811 Free,23,28,63.64,benign
com.uvsjtq.nwacm.service,System Update,24,35,9.26,malicious
com.sbi.indus.lite,HDFC Bank App Free,19,30,48.58,benign
com.org.IDBI,bob World,26,29,156.77,benign
net.axis.IDBI,FedMobile Free,23,28,106.68,benign
net.bankofbaroda.paytm.service,HDFC Bank App,28,31,190.34,benign
com.hdfcbank.IDBI,IndusMobile,25,32,79.92,benign
in.fedmobile.icici,Axis Mobile,27,34,41.39,benign
net.phonepe.npci,Paytm 2025,26,29,130.9,benign
com.axis.instantsavingsupiscanandpayrecharge,Axis Mobile,30,31,177.37,benign
com.saltedge.jkohjvyijw,System Update,23,31,29.54,malicious
net.snapwork.lotusintouch.update,IndusMobile Secure,19,35,230.3,benign
com.sbi.android.service,Kotak811 Pro,31,35,42.3,benign
com.one97.android,Axis Mobile,19,35,167.2,benign
in.bankofbaroda.instantsavingsupiscanandpayrecharge,Paytm,26,30,76.87,benign
com.phonepe.app.service,HDFC Bank App,24,35,190.06,benign
net.csam.android.update,IndusMobile,19,35,68.29,benign
in.bankofbaroda.instantsavingsupiscanandpayrecharge,PhonePe,22,34,166.36,benign
com.jynns.baxi,Fake Bank,20,29,10.22,malicious
net.snapwork.npci,Yono Lite SBI,24,32,188.59,benign
in.fss.mobile.service,Axis Mobile Pro,21,31,86.62,benign
com.NWilfxj.example,Ѕbі Crеԁіt Cаrԁ Secure,19,30,19.69,malicious
in.bankofbaroda.icici,Kotak811,30,32,111.24,benign
net.fss.icici.service,Kotak811,25,35,125.25,benign
net.sbi.npci.secure,BHIM 2025,21,34,119.75,benign
com.phonepe.SBIFreedomPlus,IndusMobile,28,29,222.34,benign
com.uvsjtq.Trading.secure,Sbi Cards Services,16,27,42.92,malicious
com.kotak811mobilebankingapp.lotusintouch,Axis Mobile Lite,26,31,183.48,benign
com.rc888.baxi,Fake Bank,19,24,14.98,malicious
com.skyspot.NkTdhVmwB,Flash Player 2025,25,36,37.83,malicious
in.axis.android,Axis Mobile,27,30,92.44,benign
com.uvsjtq.nwacm.pro,AXIS Credit Card 2025,15,22,35.35,malicious
com.axis.paytm,Paytm,23,33,45.49,benign
net.axis.mobile,bob World 2025,27,33,46.88,benign
com.hFEOw.android.pro,Flash Player,24,35,22.19,malicious
net.one97.android.pro,BHIM,21,35,195.16,benign
net.axis.mconnect,bob World,22,28,48.91,benign
com.example.jkohjvyijw,AXIS Credit Card,20,33,30.84,malicious
in.kotak811mobilebankingapp.mobile.update,iMobile Lite,28,35,221.07,benign
com.hFEOw.baxi.service,RBL Credit Card,20,23,10.92,malicious
in.org.mconnect,YONO SBI,21,30,244.99,benign
com.uvsjtq.znqxc,Fake Bank Pro,19,28,43.89,malicious
com.sbi.SBIFreedomPlus.lite,Axis Mobile,29,36,229.79,benign
com.bankofbaroda.mobile.service,FedMobile Pro,31,36,129.1,benign
in.snapwork.mobile,BHIM,21,30,211.44,benign
net.fedmobile.mconnect,IDBI Bank,22,31,114.19,benign
in.kotak811mobilebankingapp.indus.service,Yono Lite SBI,22,36,188.25,benign
in.bankofbaroda.IDBI.free,Kotak811,24,32,207.87,benign
com.tus.jkohjvyijw.free,RBL Credit Card 2025,25,28,2.13,malicious
in.bankofbaroda.IDBI.free,IndusMobile,20,34,146.37,benign
net.one97.lotusintouch,Paytm,28,29,100.33,benign
com.mbxajzg.example,RBL Credit Card,24,28,14.91,malicious
in.axis.npci.pro,HDFC Bank Secure,21,32,204.01,benign
net.kotak811mobilebankingapp.indus,iMobile,23,30,187.39,benign
in.phonepe.SBIFreedomPlus,Kotak811 Secure,31,31,69.62,benign
com.mbxajzg.znqxc,Free Gift Rewards Free,15,22,47.99,malicious
in.fss.mconnect,IDBI Bank Pro,26,33,114.35,benign
net.phonepe.paytm,HDFC Bank App Lite,28,30,146.14,benign
net.one97.npci,IDBI Bank,19,32,71.07,benign
com.axis.npci.pro,Paytm Free,26,30,193.54,benign
in.one97.lotusintouch.lite,HDFC Bank App,29,32,156.37,benign
net.bankofbaroda.lotusintouch.secure,PhonePe Secure,20,31,101.23,benign
com.bankofbaroda.instantsavingsupiscanandpayrecharge.free,IDBI Bank,30,31,87.96,benign
com.saltedge.nwacm.update,Ѕbі Crеԁіt Cаrԁ Lite,23,27,47.25,malicious
com.org.icici,PhonePe Free,25,31,201.19,benign
com.example.nwacm,mуCаrԁ,18,22,25.99,malicious
net.phonepe.android,bob World Secure,25,36,111.46,benign
com.jynns.android,Іոԁusіոԁ Crеԁіt Cаrԁ,21,22,34.58,malicious
net.fss.mobile.free,iMobile,21,35,239.19,benign
com.kotak811mobilebankingapp.indus,HDFC Bank Free,20,32,60.43,benign
in.fss.npci,IndusMobile,22,32,248.75,benign
com.saltedge.znqxc,Axis Bank,25,28,13.37,malicious
com.jynns.fake_oauth_client_xf,YONO SBI 2025,25,36,12.62,malicious
in.sbi.paytm,YONO SBI Free,25,34,136.88,benign
net.one97.instantsavingsupiscanandpayrecharge.pro,BHIM,30,36,244.99,benign
com.kotak811mobilebankingapp.lotusintouch,PhonePe,19,28,70.31,benign
com.nwpnit.fake_oauth_client_xf,mуCаrԁ,20,24,1.79,malicious
in.one97.mconnect,HDFC Bank,25,30,201.63,benign
in.bankofbaroda.mconnect,BHIM,23,34,163.31,benign
com.jynns.baxi,Free Gift Rewards,18,26,33.79,malicious
com.uvsjtq.android,AXIS Credit Card 2025,22,28,12.59,malicious
com.nwpnit.NkTdhVmwB.secure,Flash Player 2025,16,22,19.66,malicious
com.hdfcbank.mconnect,HDFC Bank,27,28,142.77,benign
net.csam.mobile.service,Axis Mobile,30,32,45.41,benign
in.sbi.mobile,bob World,24,33,182.52,benign
net.one97.instantsavingsupiscanandpayrecharge.secure,Axis Mobile 2025,27,32,150.17,benign
net.one97.instantsavingsupiscanandpayrecharge,YONO SBI Free,24,31,101.64,benign
in.sbi.mobile,HDFC Bank,22,28,47.21,benign
